Student,Gender,Skill level,Week 1 quiz,Week 2 quiz,Week 3 quiz,Week 4 quiz,Week 5 quiz,Week 6 quiz,Week 7 quiz,Week 8 quiz,Week 9 quiz,Week 10 quiz,Week 11 quiz,Week 12 quiz,Week 13 quiz,Week 14 quiz,Week 15 quiz,Week 16 quiz,Week 1 homework,Week 2 homework,Week 3 homework,Week 4 homework,Week 5 homework,Week 7 homework,Week 8 homework,Week 9 homework,Week 10 homework,Week 11 homework,Week 13 homework,Week 14 homework,Week 15 homework,Score,Grade,Week 1 homework maxscore,Week 1 quiz maxscore,Week 10 homework maxscore,Week 10 quiz maxscore,Week 11 homework maxscore,Week 11 quiz maxscore,Week 12 quiz maxscore,Week 13 homework maxscore,Week 13 quiz maxscore,Week 14 homework maxscore,Week 14 quiz maxscore,Week 15 homework maxscore,Week 15 quiz maxscore,Week 16 quiz maxscore,Week 2 homework maxscore,Week 2 quiz maxscore,Week 3 homework maxscore,Week 3 quiz maxscore,Week 4 homework maxscore,Week 4 quiz maxscore,Week 5 homework maxscore,Week 5 quiz maxscore,Week 6 quiz maxscore,Week 7 homework maxscore,Week 7 quiz maxscore,Week 8 homework maxscore,Week 8 quiz maxscore,Week 9 homework maxscore,Week 9 quiz maxscore
S424,M,Proficient,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,12.0,10.0,8.0,15.0,10.0,34.0,8.0,7.0,5.0,3.0,0.0,93.27,A,0.5,0.4,0.5,0.48,0.5,0.5,0.5,0.5,0.46,0.5,0.45,0.0,0.4,0.4,0.5,0.37,0.5,0.43,0.5,0.34,0.5,0.44,0.45,0.5,0.5,0.5,0.38,0.5,0.49
S425,M,Proficient,2.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,6.0,3.0,4.0,14.0,2.0,1.0,2.0,0.0,98.79,A,0.5,0.5,0.5,0.48,0.5,0.5,0.44,0.44,0.38,0.5,0.44,0.0,0.4,0.0,0.5,0.49,0.5,0.46,0.5,0.45,0.5,0.42,0.48,0.5,0.5,0.5,0.5,0.5,0.47
S426,M,Proficient,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,6.0,6.0,7.0,3.0,1.0,2.0,1.0,90.2,A,0.5,0.5,0.5,0.48,0.5,0.48,0.5,0.5,0.42,0.12,0.5,0.0,0.45,0.0,0.5,0.48,0.5,0.44,0.5,0.45,0.5,0.45,0.49,0.5,0.49,0.5,0.5,0.5,0.4
S427,M,Novice,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,75.82,C,0.5,0.0,0.44,0.43,0.38,0.41,0.5,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.45,0.35,0.5,0.43,0.0,0.0,0.44,0.46,0.5,0.0,0.43,0.5,0.44
S428,M,Proficient,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,14.0,9.0,1.0,2.0,0.0,6.0,1.0,1.0,1.0,1.0,3.0,0.0,94.61,A,0.5,0.41,0.36,0.46,0.5,0.43,0.06,0.44,0.36,0.5,0.4,0.0,0.0,0.0,0.48,0.36,0.43,0.0,0.47,0.33,0.5,0.4,0.48,0.0,0.48,0.5,0.45,0.5,0.32
S430,M,Proficient,3.0,10.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,2.0,8.0,9.0,11.0,21.0,5.0,3.0,3.0,1.0,3.0,94.39,A,0.5,0.49,0.5,0.47,0.5,0.2,0.47,0.5,0.33,0.12,0.24,0.5,0.25,0.23,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.4,0.5,0.44
S431,M,Novice,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,20.0,10.0,3.0,12.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,85.22,B,0.5,0.49,0.0,0.43,0.0,0.49,0.47,0.0,0.17,0.0,0.43,0.0,0.4,0.0,0.5,0.46,0.5,0.35,0.5,0.49,0.37,0.39,0.36,0.42,0.49,0.0,0.33,0.27,0.48
S433,F,Proficient,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,92.94,A,0.5,0.41,0.14,0.39,0.0,0.36,0.49,0.0,0.36,0.06,0.39,0.0,0.42,0.0,0.5,0.29,0.29,0.39,0.36,0.0,0.26,0.34,0.43,0.42,0.4,0.17,0.37,0.48,0.32
S434,M,Proficient,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,15.0,15.0,1.0,3.0,2.0,18.0,3.0,4.0,2.0,4.0,7.0,4.0,100.0,A,0.5,0.47,0.5,0.44,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.42,0.43,0.4,0.5,0.4,0.5,0.48,0.5,0.48,0.5,0.44,0.49,0.5,0.43,0.5,0.43,0.5,0.36
S435,M,Beginner,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,4.0,0.0,2.0,1.0,4.0,2.0,0.0,2.0,0.0,0.0,92.2,A,0.5,0.48,0.5,0.36,0.0,0.46,0.45,0.44,0.43,0.0,0.44,0.0,0.44,0.3,0.5,0.4,0.5,0.4,0.5,0.45,0.0,0.34,0.42,0.5,0.48,0.38,0.48,0.5,0.38
S436,F,Novice,2.0,1.0,1.0,7.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,7.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,2.0,5.0,2.0,1.0,61.8,D,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.25,0.5,0.08,0.5,0.1,0.5,0.5,0.5,0.4,0.2,0.5,0.5,0.49,0.26,0.5,0.5,0.33,0.5,0.5,0.41
S437,F,Intermediate,3.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,20.0,6.0,8.0,4.0,3.0,2.0,9.0,93.1,A,0.5,0.5,0.5,0.48,0.5,0.43,0.45,0.44,0.49,0.5,0.48,0.5,0.39,0.45,0.5,0.5,0.47,0.48,0.42,0.45,0.47,0.47,0.45,0.48,0.5,0.5,0.4,0.5,0.4
S438,F,Beginner,8.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,11.0,3.0,5.0,9.0,4.0,1.0,1.0,1.0,0.0,82.56,B,0.5,0.5,0.33,0.45,0.26,0.43,0.36,0.44,0.46,0.0,0.45,0.0,0.34,0.3,0.5,0.47,0.5,0.43,0.3,0.45,0.47,0.44,0.5,0.48,0.45,0.21,0.48,0.48,0.37
S439,M,Intermediate,3.0,3.0,5.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,6.0,12.0,12.0,6.0,29.0,14.0,9.0,0.0,0.0,2.0,0.0,0.0,52.13,E,0.5,0.42,0.0,0.33,0.0,0.36,0.07,0.5,0.23,0.0,0.0,0.0,0.0,0.0,0.5,0.38,0.5,0.3,0.5,0.4,0.5,0.48,0.37,0.5,0.48,0.33,0.49,0.5,0.34
S440,F,Proficient,4.0,3.0,1.0,3.0,5.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,9.0,7.0,3.0,2.0,8.0,15.0,5.0,4.0,1.0,5.0,8.0,96.28,A,0.5,0.47,0.39,0.48,0.5,0.48,0.44,0.44,0.45,0.5,0.44,0.33,0.5,0.36,0.43,0.48,0.31,0.36,0.5,0.38,0.47,0.48,0.45,0.46,0.45,0.31,0.43,0.3,0.35
S441,F,Intermediate,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,74.64,C,0.5,0.48,0.0,0.44,0.0,0.34,0.27,0.44,0.17,0.0,0.0,0.21,0.35,0.0,0.5,0.47,0.36,0.45,0.5,0.45,0.29,0.37,0.39,0.48,0.49,0.02,0.4,0.0,0.17
S442,M,Intermediate,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,5.0,3.0,2.0,2.0,2.0,3.0,90.5,A,0.5,0.5,0.5,0.42,0.5,0.48,0.49,0.5,0.47,0.5,0.39,0.5,0.43,0.4,0.5,0.47,0.5,0.5,0.5,0.45,0.5,0.49,0.46,0.5,0.5,0.5,0.5,0.5,0.37
S443,M,Novice,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,6.0,5.0,4.0,8.0,14.0,5.0,4.0,8.0,8.0,94.87,A,0.5,0.38,0.5,0.4,0.5,0.32,0.39,0.5,0.3,0.25,0.31,0.42,0.4,0.32,0.5,0.32,0.45,0.38,0.5,0.4,0.45,0.35,0.42,0.44,0.5,0.24,0.45,0.5,0.44
S444,F,Proficient,4.0,5.0,3.0,6.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,1.0,1.0,3.0,5.0,1.0,5.0,2.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,100.0,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.47
S445,F,-,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S447,M,Intermediate,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,99.7,A,0.5,0.5,0.5,0.46,0.5,0.45,0.47,0.5,0.39,0.5,0.46,0.5,0.4,0.44,0.5,0.5,0.5,0.35,0.5,0.5,0.5,0.48,0.44,0.5,0.5,0.5,0.5,0.5,0.39
S448,M,Proficient,1.0,5.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,3.0,3.0,12.0,1.0,8.0,8.0,6.0,2.0,0.0,0.0,57.31,E,0.5,0.36,0.22,0.46,0.26,0.0,0.0,0.44,0.42,0.0,0.4,0.0,0.0,0.0,0.5,0.4,0.29,0.43,0.45,0.5,0.42,0.32,0.43,0.5,0.0,0.02,0.43,0.45,0.28
S449,M,Proficient,2.0,3.0,4.0,2.0,6.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,16.0,16.0,8.0,11.0,0.0,5.0,1.0,0.0,0.0,67.52,D,0.5,0.4,0.0,0.0,0.35,0.29,0.04,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.43,0.0,0.28,0.33,0.4,0.26,0.32,0.33,0.44,0.0,0.33,0.48,0.43,0.37
S450,F,Novice,2.0,6.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,6.0,11.0,2.0,4.0,5.0,3.0,23.0,11.0,93.6,A,0.5,0.43,0.5,0.46,0.5,0.5,0.44,0.5,0.43,0.5,0.5,0.5,0.5,0.41,0.5,0.5,0.5,0.44,0.5,0.5,0.5,0.5,0.43,0.5,0.48,0.5,0.5,0.5,0.49
S451,M,Proficient,4.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,16.0,3.0,11.0,27.0,3.0,14.0,1.0,1.0,1.0,94.26,A,0.5,0.46,0.5,0.47,0.38,0.46,0.46,0.44,0.47,0.5,0.33,0.0,0.33,0.38,0.5,0.45,0.47,0.46,0.44,0.35,0.5,0.29,0.42,0.5,0.46,0.48,0.48,0.48,0.41
S453,M,Intermediate,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,3.0,4.0,8.0,5.0,9.0,2.0,3.0,1.0,0.0,94.4,A,0.5,0.5,0.5,0.43,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.0,0.47,0.0,0.5,0.38,0.5,0.45,0.5,0.48,0.5,0.35,0.43,0.5,0.45,0.5,0.48,0.5,0.4
S454,F,Intermediate,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,2.0,6.0,4.0,1.0,3.0,1.0,95.99,A,0.5,0.49,0.5,0.48,0.5,0.44,0.36,0.5,0.37,0.5,0.39,0.5,0.39,0.37,0.5,0.48,0.5,0.5,0.42,0.4,0.5,0.4,0.34,0.5,0.43,0.5,0.43,0.5,0.34
S455,M,Intermediate,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,7.0,15.0,5.0,4.0,4.0,11.0,3.0,1.0,0.0,14.0,98.92,A,0.5,0.46,0.42,0.43,0.5,0.48,0.45,0.44,0.36,0.0,0.34,0.42,0.32,0.4,0.5,0.44,0.5,0.35,0.48,0.41,0.5,0.37,0.44,0.5,0.49,0.31,0.5,0.5,0.3
S456,F,Proficient,7.0,6.0,5.0,9.0,8.0,8.0,4.0,3.0,5.0,3.0,3.0,5.0,9.0,4.0,6.0,3.0,2.0,1.0,15.0,1.0,10.0,2.0,10.0,2.0,6.0,1.0,3.0,3.0,9.0,101.9,A,0.5,0.5,0.5,0.48,0.5,0.5,0.48,0.5,0.41,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.48,0.5,0.33,0.5,0.5,0.44
S457,M,Proficient,5.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,3.0,5.0,3.0,12.0,5.0,1.0,2.0,2.0,3.0,1.0,93.9,A,0.5,0.5,0.03,0.48,0.38,0.28,0.45,0.5,0.31,0.5,0.0,0.25,0.42,0.0,0.5,0.5,0.5,0.5,0.0,0.48,0.34,0.33,0.43,0.5,0.5,0.5,0.4,0.32,0.42
S458,M,Intermediate,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,21.0,5.0,26.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,49.51,F,0.03,0.35,0.19,0.39,0.0,0.43,0.4,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.29,0.25,0.33,0.35,0.37,0.44,0.45,0.48,0.45,0.21,0.33,0.0,0.1
S459,M,Proficient,1.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,5.0,9.0,2.0,10.0,3.0,3.0,3.0,0.0,0.0,0.0,93.91,A,0.5,0.44,0.22,0.43,0.5,0.49,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.43,0.5,0.43,0.5,0.44,0.48,0.5,0.46,0.5,0.45,0.5,0.37
S460,M,Proficient,3.0,7.0,3.0,7.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,8.0,1.0,1.0,4.0,2.0,6.0,1.0,8.0,11.0,0.0,0.0,91.29,A,0.5,0.5,0.5,0.5,0.5,0.42,0.39,0.5,0.3,0.0,0.35,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.39
S461,F,Intermediate,7.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,4.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,98.0,A,0.5,0.5,0.06,0.5,0.5,0.39,0.49,0.5,0.48,0.12,0.47,0.42,0.44,0.44,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.48,0.5,0.5,0.5,0.45,0.5,0.47
S462,M,Proficient,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,5.0,4.0,2.0,7.0,7.0,5.0,14.0,11.0,97.64,A,0.5,0.49,0.5,0.45,0.5,0.42,0.45,0.5,0.4,0.5,0.39,0.5,0.4,0.0,0.5,0.46,0.5,0.44,0.5,0.45,0.5,0.45,0.48,0.5,0.49,0.5,0.46,0.5,0.41
S463,M,Expert,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,5.0,0.0,2.0,4.0,0.0,3.0,0.0,3.0,0.0,93.56,A,0.5,0.39,0.0,0.41,0.5,0.5,0.39,0.0,0.48,0.5,0.43,0.0,0.0,0.03,0.45,0.33,0.5,0.43,0.5,0.34,0.5,0.37,0.38,0.0,0.0,0.26,0.45,0.3,0.25
S464,M,Proficient,4.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,4.0,12.0,2.0,5.0,3.0,6.0,5.0,2.0,0.0,1.0,0.0,2.0,98.22,A,0.5,0.49,0.5,0.3,0.0,0.0,0.0,0.0,0.34,0.0,0.45,0.5,0.34,0.27,0.5,0.45,0.5,0.43,0.5,0.48,0.5,0.45,0.05,0.5,0.45,0.5,0.45,0.5,0.39
S465,M,Intermediate,2.0,7.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,0.0,0.0,1.0,7.0,15.0,8.0,11.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,68.75,D,0.5,0.47,0.0,0.46,0.0,0.32,0.5,0.0,0.28,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.38,0.45,0.18,0.25,0.46,0.0,0.45,0.33,0.5,0.5,0.41
S466,M,Intermediate,7.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,88.36,B,0.5,0.5,0.0,0.0,0.0,0.0,0.33,0.44,0.28,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.16,0.36
S001,F,Novice,5.0,4.0,8.0,4.0,6.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,56.11,E,0.5,0.5,0.5,0.5,0.35,0.5,0.5,0.5,0.49,0.0,0.5,0.5,0.5,0.29,0.47,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.21,0.5,0.48,0.33
S002,M,Proficient,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,11.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,60.18,D,0.5,0.5,0.5,0.46,0.5,0.5,0.44,0.5,0.5,0.5,0.45,0.42,0.36,0.47,0.5,0.5,0.5,0.44,0.5,0.45,0.5,0.4,0.4,0.5,0.5,0.5,0.48,0.5,0.49
S003,F,Proficient,3.0,10.0,4.0,5.0,3.0,2.0,2.0,2.0,3.0,6.0,8.0,3.0,2.0,3.0,2.0,1.0,1.0,6.0,2.0,1.0,14.0,12.0,18.0,11.0,9.0,3.0,2.0,4.0,11.0,86.53,B,0.5,0.5,0.5,0.49,0.5,0.49,0.49,0.5,0.43,0.5,0.5,0.5,0.5,0.41,0.5,0.5,0.5,0.37,0.5,0.5,0.5,0.43,0.48,0.5,0.49,0.5,0.5,0.5,0.5
S004,F,Novice,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49.87,F,0.5,0.5,0.5,0.5,0.5,0.48,0.45,0.5,0.48,0.5,0.44,0.5,0.47,0.38,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S006,M,Intermediate,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,2.0,6.0,1.0,5.0,4.0,3.0,1.0,2.0,1.0,4.0,9.0,97.87,A,0.5,0.5,0.5,0.47,0.5,0.27,0.42,0.5,0.44,0.5,0.45,0.5,0.39,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,0.45,0.48,0.44,0.5,0.43,0.5,0.36
S007,M,Intermediate,2.0,3.0,4.0,6.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,9.0,6.0,3.0,5.0,2.0,7.0,1.0,2.0,3.0,7.0,98.73,A,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.49,0.5,0.48,0.45,0.45,0.46,0.48,0.5,0.5,0.5,0.5,0.48,0.5,0.5
S008,F,Novice,1.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,12.0,2.0,6.0,6.0,1.0,3.0,5.0,2.0,1.0,5.0,98.7,A,0.5,0.5,0.5,0.49,0.5,0.44,0.5,0.5,0.48,0.5,0.45,0.31,0.49,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.46
S009,M,Proficient,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,3.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,0.0,99.7,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.46,0.5,0.5,0.5,0.5,0.45,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.48,0.5,0.5,0.5
S010,M,Intermediate,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65,F,0.5,0.49,0.5,0.48,0.5,0.49,0.46,0.44,0.41,0.5,0.5,0.17,0.45,0.34,0.5,0.5,0.5,0.43,0.5,0.4,0.5,0.47,0.38,0.5,0.5,0.5,0.5,0.5,0.5
S011,M,Proficient,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,6.0,17.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,94.38,A,0.5,0.5,0.22,0.0,0.0,0.43,0.5,0.5,0.46,0.03,0.43,0.0,0.26,0.44,0.5,0.0,0.0,0.0,0.33,0.25,0.35,0.0,0.46,0.48,0.5,0.0,0.0,0.21,0.0
S012,F,-,6.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,4.0,8.0,3.0,7.0,1.0,3.0,4.0,8.0,79.65,C,0.5,0.5,0.5,0.5,0.5,0.46,0.43,0.44,0.5,0.5,0.48,0.5,0.5,0.39,0.5,0.5,0.5,0.45,0.43,0.48,0.0,0.48,0.48,0.48,0.5,0.5,0.5,0.5,0.45
S013,M,Beginner,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,5.0,12.0,2.0,3.0,1.0,1.0,3.0,4.0,96.81,A,0.5,0.5,0.5,0.49,0.5,0.44,0.47,0.5,0.4,0.5,0.45,0.47,0.16,0.39,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.48,0.45,0.5,0.49,0.5,0.5,0.5,0.46
S014,F,Novice,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,28.14,F,0.5,0.5,0.5,0.5,0.5,0.43,0.0,0.5,0.4,0.5,0.43,0.5,0.38,0.49,0.5,0.46,0.5,0.44,0.5,0.45,0.5,0.48,0.45,0.5,0.5,0.5,0.5,0.5,0.45
S015,F,Beginner,1.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,91.49,A,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.5,0.47,0.0,0.45,0.28,0.3,0.35,0.5,0.49,0.5,0.41,0.5,0.48,0.5,0.45,0.48,0.5,0.49,0.02,0.48,0.5,0.48
