Student,Gender,Skill level,Week 1 quiz,Week 2 quiz,Week 3 quiz,Week 4 quiz,Week 5 quiz,Week 6 quiz,Week 7 quiz,Week 8 quiz,Week 9 quiz,Week 10 quiz,Week 11 quiz,Week 12 quiz,Week 13 quiz,Week 14 quiz,Week 15 quiz,Week 16 quiz,Week 1 homework,Week 2 homework,Week 3 homework,Week 4 homework,Week 5 homework,Week 7 homework,Week 8 homework,Week 9 homework,Week 10 homework,Week 11 homework,Week 13 homework,Week 14 homework,Week 15 homework,Score,Grade,Week 1 homework_maxscore,Week 1 quiz_maxscore,Week 10 homework_maxscore,Week 10 quiz_maxscore,Week 11 homework_maxscore,Week 11 quiz_maxscore,Week 12 quiz_maxscore,Week 13 homework_maxscore,Week 13 quiz_maxscore,Week 14 homework_maxscore,Week 14 quiz_maxscore,Week 15 homework_maxscore,Week 15 quiz_maxscore,Week 16 quiz_maxscore,Week 2 homework_maxscore,Week 2 quiz_maxscore,Week 3 homework_maxscore,Week 3 quiz_maxscore,Week 4 homework_maxscore,Week 4 quiz_maxscore,Week 5 homework_maxscore,Week 5 quiz_maxscore,Week 6 quiz_maxscore,Week 7 homework_maxscore,Week 7 quiz_maxscore,Week 8 homework_maxscore,Week 8 quiz_maxscore,Week 9 homework_maxscore,Week 9 quiz_maxscore,Week 1 homework_firstscore,Week 1 quiz_firstscore,Week 10 homework_firstscore,Week 10 quiz_firstscore,Week 11 homework_firstscore,Week 11 quiz_firstscore,Week 12 quiz_firstscore,Week 13 homework_firstscore,Week 13 quiz_firstscore,Week 14 homework_firstscore,Week 14 quiz_firstscore,Week 15 homework_firstscore,Week 15 quiz_firstscore,Week 16 quiz_firstscore,Week 2 homework_firstscore,Week 2 quiz_firstscore,Week 3 homework_firstscore,Week 3 quiz_firstscore,Week 4 homework_firstscore,Week 4 quiz_firstscore,Week 5 homework_firstscore,Week 5 quiz_firstscore,Week 6 quiz_firstscore,Week 7 homework_firstscore,Week 7 quiz_firstscore,Week 8 homework_firstscore,Week 8 quiz_firstscore,Week 9 homework_firstscore,Week 9 quiz_firstscore,Week 1 homework_lastscore,Week 1 quiz_lastscore,Week 10 homework_lastscore,Week 10 quiz_lastscore,Week 11 homework_lastscore,Week 11 quiz_lastscore,Week 12 quiz_lastscore,Week 13 homework_lastscore,Week 13 quiz_lastscore,Week 14 homework_lastscore,Week 14 quiz_lastscore,Week 15 homework_lastscore,Week 15 quiz_lastscore,Week 16 quiz_lastscore,Week 2 homework_lastscore,Week 2 quiz_lastscore,Week 3 homework_lastscore,Week 3 quiz_lastscore,Week 4 homework_lastscore,Week 4 quiz_lastscore,Week 5 homework_lastscore,Week 5 quiz_lastscore,Week 6 quiz_lastscore,Week 7 homework_lastscore,Week 7 quiz_lastscore,Week 8 homework_lastscore,Week 8 quiz_lastscore,Week 9 homework_lastscore,Week 9 quiz_lastscore,attempts_sum,maxscore_sum,cluster_label,Logistic Regression,K-Nearest Neighbors,Support Vector Machine,Decision Tree
S400,F,Novice,5.0,3.0,6.0,2.0,4.0,14.0,3.0,3.0,4.0,9.0,3.0,7.0,9.0,6.0,2.0,2.0,1.0,1.0,6.0,6.0,7.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,53.5,E,0.5,0.49,0.0,0.48,0.5,0.5,0.5,0.5,0.49,0.0,0.5,0.0,0.45,0.17,0.5,0.47,0.5,0.45,0.45,0.5,0.29,0.5,0.5,0.5,0.5,0.07,0.5,0.23,0.46,0.5,0.36,0.0,0.26,0.15,0.48,0.18,0.44,0.19,0.0,0.25,0.0,0.43,0.17,0.5,0.15,0.24,0.15,0.15,0.21,0.16,0.12,0.24,0.0,0.41,0.0,0.35,0.0,0.26,0.5,0.49,0.0,0.48,0.5,0.5,0.5,0.5,0.48,0.0,0.5,0.0,0.45,0.17,0.5,0.47,0.5,0.45,0.45,0.5,0.29,0.5,0.5,0.5,0.5,0.07,0.5,0.23,0.46,120.0,11.500000000000002,0,0,0,0,0
S401,M,Intermediate,4.0,5.0,4.0,4.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,6.0,5.0,11.0,5.0,3.0,7.0,2.0,92.8,A,0.5,0.5,0.5,0.46,0.5,0.48,0.45,0.5,0.43,0.5,0.5,0.5,0.44,0.43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.49,0.5,0.47,0.5,0.49,0.11,0.46,0.0,0.48,0.44,0.28,0.43,0.0,0.38,0.25,0.38,0.43,0.5,0.45,0.47,0.41,0.45,0.43,0.34,0.49,0.35,0.46,0.49,0.24,0.49,0.11,0.41,0.5,0.5,0.5,0.46,0.5,0.48,0.45,0.5,0.43,0.5,0.5,0.5,0.44,0.43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.49,0.5,0.47,95.0,14.140000000000002,1,1,1,1,1
S402,M,Proficient,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,9.0,4.0,10.0,4.0,6.0,1.0,3.0,2.0,1.0,90.05,A,0.5,0.45,0.5,0.45,0.5,0.5,0.41,0.5,0.43,0.0,0.35,0.33,0.35,0.37,0.5,0.41,0.5,0.4,0.5,0.48,0.5,0.45,0.49,0.5,0.48,0.5,0.43,0.5,0.42,0.5,0.45,0.0,0.42,0.5,0.37,0.41,0.44,0.43,0.0,0.35,0.33,0.35,0.37,0.17,0.39,0.48,0.33,0.5,0.48,0.29,0.35,0.4,0.19,0.48,0.17,0.43,0.3,0.42,0.5,0.45,0.5,0.45,0.5,0.5,0.41,0.5,0.43,0.0,0.35,0.33,0.35,0.37,0.5,0.41,0.5,0.4,0.5,0.48,0.5,0.45,0.49,0.5,0.45,0.5,0.43,0.5,0.29,71.0,12.7,1,1,1,1,1
S403,M,Intermediate,9.0,15.0,11.0,17.0,13.0,8.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,45.0,7.0,13.0,7.0,21.0,7.0,15.0,3.0,8.0,2.0,0.0,76.66,C,0.5,0.43,0.5,0.43,0.5,0.5,0.42,0.5,0.3,0.12,0.4,0.0,0.35,0.15,0.5,0.37,0.5,0.3,0.48,0.38,0.5,0.39,0.5,0.5,0.43,0.5,0.5,0.5,0.34,0.26,0.43,0.0,0.43,0.15,0.5,0.42,0.0,0.26,0.0,0.4,0.0,0.35,0.15,0.45,0.37,0.0,0.28,0.2,0.38,0.11,0.39,0.39,0.17,0.43,0.0,0.45,0.2,0.31,0.5,0.43,0.5,0.43,0.5,0.5,0.42,0.5,0.3,0.12,0.4,0.0,0.35,0.15,0.5,0.37,0.5,0.3,0.48,0.38,0.5,0.39,0.5,0.5,0.43,0.5,0.5,0.5,0.34,220.0,11.79,0,0,0,0,0
S404,M,Proficient,3.0,5.0,3.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,0.0,6.0,10.0,4.0,1.0,10.0,3.0,1.0,1.0,0.0,0.0,79.62,C,0.5,0.5,0.5,0.45,0.15,0.45,0.5,0.5,0.36,0.0,0.22,0.0,0.21,0.0,0.5,0.5,0.0,0.24,0.48,0.48,0.47,0.42,0.49,0.5,0.48,0.5,0.4,0.48,0.35,0.26,0.41,0.22,0.45,0.15,0.45,0.5,0.5,0.3,0.0,0.22,0.0,0.21,0.0,0.43,0.43,0.0,0.23,0.38,0.38,0.16,0.42,0.49,0.31,0.48,0.5,0.3,0.11,0.35,0.5,0.5,0.5,0.45,0.15,0.45,0.5,0.5,0.36,0.0,0.22,0.0,0.21,0.0,0.5,0.5,0.0,0.24,0.48,0.0,0.47,0.42,0.49,0.5,0.48,0.5,0.4,0.48,0.35,75.0,10.630000000000003,1,1,1,1,1
S405,M,Intermediate,3.0,2.0,4.0,1.0,3.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,15.0,5.0,3.0,6.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,81.43,B,0.5,0.5,0.47,0.47,0.26,0.36,0.5,0.44,0.47,0.5,0.39,0.0,0.36,0.29,0.5,0.48,0.5,0.5,0.5,0.43,0.5,0.44,0.0,0.5,0.45,0.0,0.41,0.5,0.4,0.0,0.34,0.28,0.47,0.26,0.36,0.5,0.28,0.47,0.38,0.39,0.0,0.36,0.26,0.38,0.35,0.28,0.33,0.2,0.43,0.03,0.14,0.0,0.0,0.45,0.0,0.39,0.32,0.12,0.5,0.5,0.44,0.47,0.26,0.36,0.5,0.44,0.47,0.5,0.39,0.0,0.36,0.0,0.5,0.48,0.5,0.5,0.5,0.43,0.5,0.44,0.0,0.5,0.45,0.0,0.41,0.5,0.4,79.0,11.62,1,1,1,1,1
S406,F,Intermediate,2.0,5.0,5.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0,4.0,1.0,5.0,3.0,9.0,11.0,8.0,4.0,15.0,2.0,5.0,11.0,2.0,20.0,16.0,98.5,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.48,0.0,0.46,0.0,0.48,0.5,0.44,0.4,0.0,0.49,0.0,0.39,0.0,0.47,0.46,0.0,0.41,0.35,0.43,0.16,0.27,0.44,0.44,0.5,0.31,0.43,0.2,0.43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,155.0,13.96,0,0,0,0,0
S407,F,Intermediate,9.0,4.0,8.0,2.0,4.0,2.0,6.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,3.0,2.0,2.0,3.0,2.0,2.0,8.0,3.0,98.8,A,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.49,0.5,0.4,0.44,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.4,0.46,0.5,0.5,0.33,0.48,0.5,0.43,0.5,0.03,0.28,0.39,0.41,0.4,0.45,0.5,0.5,0.38,0.49,0.5,0.4,0.44,0.4,0.39,0.47,0.3,0.5,0.38,0.26,0.37,0.41,0.44,0.45,0.26,0.4,0.41,0.39,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.49,0.5,0.4,0.44,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.4,0.46,0.5,0.5,0.33,0.48,0.5,0.0,90.0,13.780000000000001,1,1,1,1,1
S408,M,-,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,44.41,F,0.5,0.49,0.0,0.0,0.5,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.48,0.5,0.46,0.5,0.0,0.5,0.49,0.0,0.0,0.5,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.48,0.0,0.44,0.16,0.0,0.5,0.49,0.0,0.0,0.5,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.48,0.5,0.46,0.5,0.0,29.0,4.02,2,2,2,2,2
S410,M,-,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,2,2,2,2,2
S411,M,Proficient,7.0,6.0,7.0,5.0,5.0,4.0,2.0,1.0,9.0,4.0,2.0,2.0,5.0,8.0,3.0,1.0,2.0,14.0,5.0,1.0,5.0,6.0,9.0,8.0,11.0,20.0,4.0,10.0,17.0,101.9,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.5,0.5,0.42,0.5,0.42,0.5,0.5,0.4,0.5,0.0,0.5,0.47,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.26,0.41,0.0,0.49,0.0,0.44,0.49,0.39,0.39,0.0,0.36,0.17,0.46,0.42,0.34,0.33,0.38,0.4,0.0,0.34,0.0,0.32,0.45,0.42,0.44,0.31,0.5,0.0,0.42,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.5,0.5,0.42,0.5,0.42,0.5,0.5,0.4,0.5,0.0,0.5,0.47,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,183.0,13.63,0,0,0,0,0
S413,F,Novice,6.0,6.0,6.0,6.0,5.0,3.0,6.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,6.0,3.0,6.0,7.0,6.0,10.0,5.0,2.0,2.0,91.7,A,0.5,0.5,0.39,0.47,0.35,0.5,0.5,0.5,0.43,0.06,0.37,0.17,0.44,0.36,0.5,0.43,0.31,0.5,0.42,0.46,0.5,0.5,0.49,0.48,0.43,0.33,0.5,0.5,0.45,0.26,0.39,0.19,0.47,0.15,0.5,0.48,0.06,0.43,0.06,0.37,0.17,0.44,0.36,0.5,0.21,0.31,0.23,0.42,0.38,0.08,0.15,0.39,0.48,0.35,0.0,0.32,0.0,0.45,0.5,0.5,0.39,0.43,0.35,0.5,0.5,0.5,0.43,0.06,0.0,0.17,0.44,0.36,0.5,0.43,0.31,0.5,0.42,0.46,0.5,0.5,0.31,0.48,0.43,0.33,0.5,0.5,0.45,120.0,12.34,0,0,0,0,0
S414,M,Intermediate,3.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,2.0,7.0,5.0,100.0,A,0.5,0.5,0.5,0.49,0.5,0.43,0.5,0.5,0.49,0.5,0.45,0.5,0.45,0.39,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.26,0.44,0.44,0.49,0.38,0.43,0.5,0.44,0.4,0.5,0.45,0.47,0.45,0.39,0.5,0.41,0.47,0.26,0.45,0.45,0.18,0.4,0.49,0.4,0.5,0.48,0.38,0.25,0.44,0.5,0.5,0.5,0.49,0.5,0.43,0.5,0.5,0.49,0.5,0.45,0.5,0.45,0.39,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.34,73.0,14.12,1,1,1,1,1
S415,F,Novice,3.0,11.0,5.0,7.0,1.0,3.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,67.8,D,0.5,0.5,0.0,0.49,0.0,0.5,0.5,0.44,0.5,0.0,0.49,0.0,0.43,0.04,0.5,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.49,0.02,0.5,0.36,0.48,0.26,0.5,0.0,0.49,0.0,0.5,0.5,0.44,0.5,0.0,0.4,0.0,0.43,0.04,0.48,0.08,0.41,0.14,0.5,0.33,0.0,0.5,0.47,0.5,0.49,0.02,0.48,0.36,0.17,0.5,0.0,0.0,0.49,0.0,0.0,0.4,0.44,0.5,0.0,0.49,0.0,0.43,0.04,0.5,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.05,0.5,0.49,0.02,0.5,0.27,0.48,71.0,11.13,1,1,1,1,1
S416,M,Intermediate,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,6.0,8.0,1.0,11.0,11.0,4.0,4.0,3.0,20.0,6.0,87.65,B,0.5,0.48,0.5,0.0,0.5,0.3,0.26,0.5,0.25,0.5,0.28,0.5,0.31,0.3,0.5,0.36,0.47,0.29,0.5,0.39,0.5,0.32,0.48,0.5,0.5,0.48,0.39,0.5,0.26,0.5,0.3,0.47,0.0,0.15,0.3,0.26,0.28,0.25,0.06,0.28,0.08,0.31,0.3,0.5,0.36,0.16,0.29,0.33,0.39,0.18,0.24,0.48,0.5,0.5,0.31,0.39,0.16,0.26,0.5,0.48,0.5,0.0,0.5,0.3,0.26,0.5,0.25,0.5,0.28,0.5,0.31,0.3,0.5,0.36,0.47,0.29,0.5,0.0,0.5,0.32,0.48,0.5,0.5,0.48,0.39,0.5,0.26,117.0,11.620000000000001,0,0,0,0,0
S417,M,Novice,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,7.0,4.0,6.0,9.0,46.0,2.0,6.0,3.0,4.0,12.0,2.0,92.42,A,0.5,0.47,0.5,0.49,0.5,0.46,0.4,0.5,0.43,0.25,0.4,0.08,0.34,0.0,0.47,0.42,0.29,0.48,0.5,0.43,0.32,0.47,0.5,0.5,0.44,0.4,0.47,0.5,0.39,0.5,0.34,0.17,0.38,0.15,0.46,0.38,0.33,0.43,0.0,0.4,0.0,0.34,0.0,0.47,0.42,0.0,0.48,0.38,0.31,0.0,0.27,0.44,0.23,0.44,0.14,0.47,0.45,0.36,0.5,0.47,0.5,0.49,0.5,0.46,0.4,0.5,0.43,0.25,0.4,0.08,0.25,0.0,0.17,0.42,0.29,0.48,0.5,0.43,0.32,0.47,0.5,0.5,0.44,0.38,0.47,0.5,0.39,134.0,11.900000000000002,0,0,0,0,0
S418,M,Proficient,1.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.88,F,0.5,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.48,0.33,0.41,0.36,0.43,0.0,0.44,0.0,0.5,0.5,0.0,0.43,0.0,0.0,0.5,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.48,0.33,0.41,0.36,0.43,0.0,0.39,0.0,0.48,0.5,0.0,0.34,0.0,0.0,0.5,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.48,0.33,0.41,0.36,0.43,0.0,0.44,0.0,0.5,0.5,0.0,0.43,0.0,0.0,16.0,5.369999999999999,2,2,2,2,2
S419,M,Proficient,4.0,3.0,4.0,5.0,6.0,10.0,2.0,5.0,6.0,5.0,7.0,2.0,6.0,2.0,5.0,1.0,2.0,6.0,10.0,9.0,10.0,17.0,6.0,9.0,11.0,17.0,3.0,15.0,14.0,96.3,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,0.5,0.5,0.5,0.5,0.45,0.5,0.47,0.5,0.5,0.5,0.5,0.29,0.5,0.5,0.5,0.24,0.38,0.0,0.36,0.24,0.35,0.4,0.39,0.31,0.0,0.39,0.17,0.37,0.42,0.17,0.38,0.09,0.3,0.03,0.33,0.03,0.37,0.35,0.17,0.43,0.0,0.35,0.02,0.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,0.5,0.5,0.5,0.5,0.45,0.5,0.47,0.5,0.5,0.5,0.5,0.29,0.5,0.5,0.5,202.0,14.129999999999999,0,0,0,0,0
S420,M,Proficient,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,9.0,2.0,4.0,4.0,4.0,5.0,1.0,100.0,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.45,0.5,0.36,0.4,0.5,0.41,0.5,0.5,0.5,0.48,0.5,0.49,0.41,0.5,0.45,0.5,0.48,0.5,0.47,0.26,0.47,0.44,0.5,0.35,0.5,0.5,0.44,0.4,0.38,0.45,0.5,0.36,0.4,0.5,0.41,0.5,0.38,0.3,0.48,0.5,0.49,0.39,0.23,0.45,0.02,0.48,0.36,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.45,0.5,0.36,0.4,0.5,0.41,0.5,0.5,0.5,0.48,0.5,0.49,0.41,0.5,0.45,0.5,0.48,0.5,0.47,60.0,13.800000000000002,1,1,1,1,1
S421,M,Intermediate,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,F,0.5,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.43,0.34,0.4,0.5,0.33,0.26,0.32,0.33,0.44,0.46,0.0,0.0,0.0,0.0,0.5,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.43,0.19,0.4,0.3,0.33,0.11,0.19,0.33,0.44,0.46,0.0,0.0,0.0,0.0,0.5,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.43,0.34,0.4,0.5,0.33,0.26,0.32,0.33,0.44,0.46,0.0,0.0,0.0,0.0,38.0,5.290000000000001,2,2,2,2,2
S422,M,Proficient,3.0,4.0,9.0,9.0,7.0,12.0,3.0,4.0,2.0,2.0,3.0,3.0,13.0,5.0,3.0,3.0,2.0,2.0,11.0,1.0,8.0,6.0,20.0,9.0,11.0,4.0,3.0,21.0,9.0,100.5,A,0.5,0.5,0.5,0.49,0.5,0.46,0.5,0.5,0.48,0.5,0.4,0.42,0.36,0.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.43,0.5,0.42,0.19,0.43,0.0,0.41,0.42,0.44,0.33,0.38,0.1,0.17,0.36,0.11,0.17,0.4,0.1,0.39,0.5,0.43,0.11,0.39,0.34,0.35,0.45,0.0,0.38,0.14,0.43,0.5,0.5,0.5,0.49,0.5,0.46,0.5,0.5,0.48,0.5,0.05,0.42,0.2,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.03,0.5,0.5,0.5,0.5,0.5,0.05,192.0,13.63,0,0,0,0,0
S424,M,Proficient,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,12.0,10.0,8.0,15.0,10.0,34.0,8.0,7.0,5.0,3.0,0.0,93.27,A,0.5,0.4,0.5,0.48,0.5,0.5,0.5,0.5,0.46,0.5,0.45,0.0,0.4,0.4,0.5,0.37,0.5,0.43,0.5,0.34,0.5,0.44,0.45,0.5,0.5,0.5,0.38,0.5,0.49,0.5,0.4,0.06,0.37,0.03,0.4,0.37,0.22,0.46,0.5,0.34,0.0,0.4,0.34,0.5,0.37,0.33,0.43,0.23,0.34,0.11,0.3,0.45,0.0,0.37,0.0,0.28,0.0,0.37,0.5,0.4,0.5,0.48,0.5,0.5,0.5,0.5,0.46,0.5,0.45,0.0,0.24,0.4,0.5,0.36,0.5,0.43,0.5,0.34,0.5,0.44,0.45,0.33,0.5,0.5,0.38,0.5,0.49,152.0,12.99,0,0,0,0,0
S425,M,Proficient,2.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,6.0,3.0,4.0,14.0,2.0,1.0,2.0,0.0,98.79,A,0.5,0.5,0.5,0.48,0.5,0.5,0.44,0.44,0.38,0.5,0.44,0.0,0.4,0.0,0.5,0.49,0.5,0.46,0.5,0.45,0.5,0.42,0.48,0.5,0.5,0.5,0.5,0.5,0.47,0.24,0.49,0.36,0.48,0.38,0.5,0.44,0.44,0.38,0.31,0.44,0.0,0.4,0.0,0.43,0.37,0.48,0.44,0.44,0.45,0.16,0.34,0.48,0.42,0.5,0.43,0.36,0.18,0.34,0.5,0.5,0.5,0.48,0.5,0.5,0.44,0.44,0.38,0.5,0.44,0.0,0.4,0.0,0.5,0.49,0.5,0.46,0.5,0.45,0.5,0.0,0.48,0.5,0.5,0.5,0.5,0.5,0.47,70.0,12.850000000000001,1,1,1,1,1
S426,M,Proficient,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,6.0,6.0,7.0,3.0,1.0,2.0,1.0,90.2,A,0.5,0.5,0.5,0.48,0.5,0.48,0.5,0.5,0.42,0.12,0.5,0.0,0.45,0.0,0.5,0.48,0.5,0.44,0.5,0.45,0.5,0.45,0.49,0.5,0.49,0.5,0.5,0.5,0.4,0.5,0.43,0.28,0.45,0.26,0.46,0.5,0.5,0.42,0.0,0.34,0.0,0.39,0.0,0.5,0.39,0.48,0.44,0.5,0.45,0.47,0.3,0.48,0.44,0.49,0.0,0.45,0.45,0.4,0.5,0.5,0.5,0.48,0.5,0.48,0.5,0.5,0.42,0.12,0.5,0.0,0.45,0.0,0.5,0.48,0.5,0.44,0.5,0.45,0.5,0.45,0.49,0.5,0.49,0.5,0.5,0.5,0.0,71.0,12.65,1,1,1,1,1
S427,M,Novice,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,75.82,C,0.5,0.0,0.44,0.43,0.38,0.41,0.5,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.45,0.35,0.5,0.43,0.0,0.0,0.44,0.46,0.5,0.0,0.43,0.5,0.44,0.5,0.0,0.39,0.43,0.38,0.41,0.5,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.28,0.5,0.43,0.0,0.0,0.27,0.46,0.5,0.0,0.43,0.41,0.44,0.5,0.0,0.44,0.43,0.38,0.41,0.5,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.45,0.35,0.5,0.43,0.0,0.0,0.44,0.46,0.5,0.0,0.43,0.5,0.44,29.0,8.1,1,1,1,1,1
