Student,Gender,Skill level,Week 1 quiz,Week 2 quiz,Week 3 quiz,Week 4 quiz,Week 5 quiz,Week 6 quiz,Week 7 quiz,Week 8 quiz,Week 9 quiz,Week 10 quiz,Week 11 quiz,Week 12 quiz,Week 13 quiz,Week 14 quiz,Week 15 quiz,Week 16 quiz,Week 1 homework,Week 2 homework,Week 3 homework,Week 4 homework,Week 5 homework,Week 7 homework,Week 8 homework,Week 9 homework,Week 10 homework,Week 11 homework,Week 13 homework,Week 14 homework,Week 15 homework,Score,Grade,Week 1 homework maxscore,Week 1 quiz maxscore,Week 10 homework maxscore,Week 10 quiz maxscore,Week 11 homework maxscore,Week 11 quiz maxscore,Week 12 quiz maxscore,Week 13 homework maxscore,Week 13 quiz maxscore,Week 14 homework maxscore,Week 14 quiz maxscore,Week 15 homework maxscore,Week 15 quiz maxscore,Week 16 quiz maxscore,Week 2 homework maxscore,Week 2 quiz maxscore,Week 3 homework maxscore,Week 3 quiz maxscore,Week 4 homework maxscore,Week 4 quiz maxscore,Week 5 homework maxscore,Week 5 quiz maxscore,Week 6 quiz maxscore,Week 7 homework maxscore,Week 7 quiz maxscore,Week 8 homework maxscore,Week 8 quiz maxscore,Week 9 homework maxscore,Week 9 quiz maxscore,Sum1,Sum2
S149,M,Proficient,2,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,23.57,F,0.5,0.48,0,0.36,0,0,0,0.44,0.34,0.28,0.34,0,0.09,0,0.26,0.5,0.36,0.26,0.07,0.4,0.35,0.36,0.42,0.38,0.43,0.07,0.31,0.11,0.34,18,7.45
S150,F,Intermediate,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,8,8,16,3,12,9,3,1,6,95.25,A,0.5,0.45,0.5,0.45,0.44,0.48,0.5,0.5,0.48,0.5,0.33,0.42,0.33,0.34,0.5,0.37,0.5,0.38,0.5,0.43,0.5,0.35,0.45,0.5,0.5,0.43,0.35,0.5,0.48,102,12.96
S151,F,Intermediate,3,5,4,3,5,1,1,1,2,6,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,53.9,E,0.5,0.5,0.5,0.5,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.41,0.44,0.44,0.5,0.46,0.5,0.36,0.5,0.36,0.5,0.4,0.44,0.5,0.45,0.33,0.5,0.5,0.5,41,13.56
S152,F,Intermediate,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,2,13,0,0,0,0,0,0,0,0,24.75,F,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.48,0.35,0.41,0.45,0.47,0.29,0.33,0,0.43,0,0,0,0,27,5.21
S153,M,Proficient,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,2,1,6,12,10,6,7,6,4,7,6,2,1,1,88.73,B,0.5,0.44,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.46,0.5,0.5,0.48,0.5,0.45,0.41,0.5,0.5,0.44,0.5,0.44,0.49,0.5,0.49,0.5,0.5,0.5,0.48,92,14.07
S154,M,Proficient,4,3,3,1,1,2,1,1,1,2,1,1,2,2,3,1,1,3,10,1,4,3,5,7,6,2,0,12,5,92,A,0.5,0.5,0.5,0.41,0.5,0.45,0.5,0.44,0.36,0.5,0.46,0.5,0.42,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,88,13.99
S155,F,Proficient,1,1,2,2,5,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,76.04,C,0.5,0.46,0.44,0.42,0.5,0.45,0.5,0.5,0.37,0.31,0.45,0.28,0.33,0.5,0.5,0.45,0.5,0.43,0.03,0.39,0.43,0.3,0.48,0.38,0.44,0.26,0.49,0.11,0.4,44,11.6
S156,M,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,7.38,F,0.5,0.5,0,0.33,0,0.35,0.32,0,0,0,0,0,0,0,0.39,0.48,0.29,0.4,0.43,0.41,0.44,0.45,0.5,0.48,0.48,0.33,0.33,0.5,0.34,5,8.25
S157,F,Intermediate,5,2,2,2,1,3,2,2,0,2,1,0,0,1,0,1,2,2,1,3,17,4,4,7,0,4,0,4,0,86.72,B,0.5,0.5,0.5,0.48,0.5,0.45,0.49,0.5,0.5,0.5,0.48,0.44,0.46,0.37,0.5,0.49,0.5,0.49,0.5,0.44,0.5,0.49,0.48,0.5,0.5,0.5,0.5,0.5,0.5,72,14.06
S158,M,Intermediate,3,5,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,6,4,11,0,2,3,0,0,85.03,B,0.5,0.5,0.5,0.5,0.5,0.48,0.45,0.44,0.5,0.28,0.4,0.22,0.41,0.32,0.5,0.5,0.47,0.38,0.33,0.4,0.47,0.45,0.45,0.48,0.45,0.33,0.5,0.32,0.48,60,12.51
S159,M,Novice,2,3,1,2,5,2,3,1,1,1,1,1,0,1,0,0,3,2,8,5,25,6,18,5,4,5,0,2,0,83.79,B,0.5,0.5,0.5,0.46,0.5,0.48,0.5,0.5,0.46,0.5,0.4,0.31,0.26,0.3,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.4,0.5,0.5,0.39,107,13.43
S160,F,Novice,3,4,5,3,7,5,2,2,2,3,2,5,1,4,1,1,1,1,19,2,12,2,20,3,8,13,4,1,0,80.7,B,0.5,0.48,0.5,0.5,0.35,0.49,0.49,0.44,0.46,0,0.38,0,0.34,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.33,0.48,0.5,0.45,136,12.65
S164,F,Novice,15,10,9,5,3,8,2,4,2,1,1,2,2,1,1,1,1,10,20,1,8,1,5,1,1,2,1,1,1,60.15,D,0.5,0.5,0,0.32,0.35,0.27,0.22,0.17,0.22,0,0.3,0,0.23,0.21,0.5,0.44,0.41,0.4,0.03,0.31,0.21,0.28,0.41,0.25,0.5,0.17,0.35,0.23,0.11,120,7.89
S165,M,Intermediate,4,4,5,4,4,3,1,1,2,1,1,1,1,1,1,1,2,1,6,2,4,3,4,1,3,1,3,0,0,92.8,A,0.5,0.5,0.47,0.47,0.5,0.49,0.45,0.5,0.48,0.5,0.44,0,0.4,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,65,13.61
S166,F,Proficient,8,7,5,5,6,3,3,1,3,0,3,2,1,3,2,1,1,1,4,4,2,3,3,2,0,4,1,0,4,89.15,B,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.46,0.5,0.48,0.47,0.43,0.31,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.47,82,14.04
S167,M,Intermediate,2,2,1,2,2,4,1,3,5,2,3,3,1,3,3,1,3,1,1,1,2,1,2,2,3,1,2,2,4,105,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,63,14.49
S168,F,Proficient,2,3,2,1,1,0,1,1,1,1,1,1,1,2,1,0,2,1,5,12,6,5,5,4,4,2,14,1,0,87.21,B,0.5,0.47,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.5,0.5,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,80,14.38
S169,F,Intermediate,2,4,3,3,3,2,1,1,1,1,1,1,1,1,2,1,1,1,8,6,2,1,14,12,3,4,2,2,4,94.4,A,0.5,0.5,0.5,0.4,0.38,0.49,0.49,0.5,0.38,0.5,0.35,0.42,0.46,0.41,0.5,0.5,0.36,0.5,0.42,0.41,0.5,0.5,0.38,0.48,0.5,0.5,0.44,0.5,0.48,88,13.25
S170,M,Intermediate,5,5,1,3,3,1,1,1,1,1,1,1,0,0,0,0,2,1,18,2,6,5,5,14,12,0,3,0,0,88.64,B,0.5,0.5,0.5,0.45,0.5,0.46,0.4,0.5,0.42,0.42,0.48,0.5,0.38,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.48,0.5,0.5,0.5,0.43,0.5,0.34,92,13.63
S171,F,Intermediate,7,5,1,1,1,8,2,4,5,1,1,1,5,6,3,2,1,3,7,6,10,5,5,5,6,4,3,3,2,87,B,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.48,0.5,0.5,0.5,0.46,0.46,0.5,0.5,0.46,0.48,0.33,0.43,0.5,0.47,0.5,0.5,0.46,0.5,0.5,0.5,0.46,113,13.98
S172,M,Intermediate,6,4,2,1,1,1,0,0,0,1,0,1,0,0,1,0,1,2,1,2,1,0,0,0,0,0,2,0,4,32.24,F,0.5,0.5,0,0,0,0,0.2,0.11,0,0,0,0,0.25,0,0.5,0.5,0,0.26,0.2,0.29,0,0.19,0.25,0,0,0,0,0,0,31,3.75
S173,M,Intermediate,1,2,1,1,1,0,1,1,1,2,1,1,3,1,2,1,1,2,3,2,3,4,4,2,5,1,1,4,3,97.5,A,0.5,0.48,0.5,0.49,0.5,0.42,0.49,0.5,0.5,0.5,0.5,0.5,0.43,0.41,0.5,0.49,0.5,0.46,0.5,0.45,0.5,0.47,0.4,0.5,0.5,0.5,0.5,0.5,0.44,55,13.93
S174,M,Expert,5,3,4,4,4,1,1,2,2,1,2,1,3,1,0,1,1,1,3,4,3,4,6,2,1,1,1,10,0,98.18,A,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.44,0.46,0.5,0.4,0.38,0.44,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.46,72,13.99
S175,M,Intermediate,1,2,2,2,1,0,1,1,1,1,1,0,1,1,0,0,2,1,3,3,0,3,6,1,8,0,3,3,0,94.08,A,0.5,0.46,0.5,0.48,0.5,0.5,0.48,0.5,0.49,0.5,0.45,0.31,0.42,0.45,0.5,0.46,0.5,0.5,0.5,0.48,0.46,0.4,0.48,0.5,0.5,0.48,0.5,0.5,0.37,48,13.67
S176,F,Intermediate,2,4,3,3,3,3,1,4,3,2,1,1,1,4,2,1,2,3,2,1,7,7,8,4,7,3,2,5,1,94,A,0.5,0.5,0.5,0.48,0.5,0.47,0.5,0.5,0.45,0.5,0.49,0.41,0.46,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.48,0.5,0.5,0.5,0.5,0.5,0.42,90,14.1
S177,F,Intermediate,4,4,4,3,3,3,3,2,2,2,2,2,1,4,1,1,1,2,3,14,5,4,13,6,6,9,3,9,13,81.4,B,0.5,0.5,0.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,129,14.35
S178,M,-,4,6,12,6,10,6,7,6,8,7,7,4,3,3,2,4,2,3,8,1,15,9,12,20,10,6,3,2,32,87.25,B,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,218,14.37
S179,F,Novice,13,9,11,13,6,4,2,3,4,2,2,1,1,2,3,2,1,1,1,1,2,3,1,4,9,2,1,1,9,60.3,D,0.5,0.49,0.5,0.5,0.35,0.49,0.45,0.5,0.46,0.38,0.41,0.08,0.5,0.4,0.5,0.44,0.24,0.45,0,0.4,0.5,0.45,0.49,0.5,0.45,0.24,0.5,0.5,0.47,114,12.14
S180,M,-,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,A,0.5,0.48,0,0.35,0,0.45,0.45,0,0.45,0,0,0,0.3,0.32,0.5,0.5,0,0.46,0.43,0.31,0.5,0.48,0.5,0,0.5,0,0.5,0,0.25,5,8.23
S181,M,-,4,3,3,5,1,2,1,2,1,1,1,1,1,2,2,1,1,3,27,3,9,13,11,5,6,1,2,4,2,95,A,0.5,0.5,0.5,0.47,0.5,0.48,0.43,0.5,0.5,0.5,0.45,0.5,0.44,0.42,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.48,0.5,0.44,0.5,0.46,0.5,0.43,118,13.99
S182,M,-,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.62,F,0.5,0.5,0.22,0.43,0,0.22,0.39,0,0.33,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.45,0.5,0.49,0.17,0.43,0.21,0.36,8,9.18
S183,M,Intermediate,1,0,1,1,0,1,1,0,0,0,0,0,11,8,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,20.96,F,0.5,0.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.29,0.5,28,12.82
S184,M,Proficient,3,3,2,1,2,2,1,1,2,1,1,1,1,4,3,1,1,2,1,1,5,3,1,1,10,2,2,3,6,83.7,B,0.5,0.49,0.5,0.43,0.5,0.5,0.43,0.44,0.46,0.38,0.44,0.5,0.45,0.34,0.5,0.47,0.34,0.49,0.5,0.46,0.47,0.42,0.44,0.25,0.5,0.26,0.5,0.5,0.4,67,12.86
S185,M,Intermediate,2,4,3,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,5,1,3,3,3,2,4,4,2,11,6,98.57,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,73,14.5
S186,F,Novice,7,2,4,3,1,1,3,2,1,1,1,2,1,1,1,1,2,3,1,1,6,5,6,1,12,0,0,1,0,33.03,F,0.5,0.5,0.42,0.49,0.5,0.4,0.5,0.5,0.48,0.5,0.39,0.28,0.25,0.32,0.5,0.49,0.5,0.38,0.43,0.5,0.37,0.43,0.35,0.5,0.5,0.33,0.43,0.5,0.35,70,12.59
S187,F,Novice,4,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,2,2,9,1,4,3,5,7,7,2,0,0,0,48.35,F,0.5,0.5,0.5,0.45,0.5,0.44,0.5,0.5,0.39,0.03,0.34,0.34,0.19,0.28,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.47,0.42,0.5,0.5,0.33,0.5,0.5,0.46,59,12.59
S188,F,-,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,F,0,0.5,0.03,0.49,0.5,0.5,0.45,0.5,0.5,0.28,0.41,0.06,0.42,0,0.16,0.33,0.5,0.49,0.47,0.4,0.5,0.28,0.37,0.48,0.34,0.33,0.38,0.5,0.45,7,10.62
S189,M,Intermediate,3,0,2,1,2,2,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,2,9,3,4,3,1,0,0,74.47,C,0.5,0.5,0.5,0.44,0.35,0.5,0.5,0.5,0.27,0,0.25,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.47,0.49,0.47,0.5,0.5,0.48,0.48,0.5,0.46,42,11.16
S190,F,Beginner,3,2,1,1,2,2,2,1,2,1,1,3,1,2,2,2,1,1,9,4,0,6,1,1,1,1,1,1,1,81.03,B,0.5,0.47,0.22,0.4,0.33,0.34,0.49,0.44,0.37,0,0.4,0.12,0.38,0.4,0.5,0.48,0.5,0.48,0.07,0.36,0.32,0.42,0.38,0.5,0.5,0.31,0.33,0.39,0.28,56,10.68
S192,M,Novice,2,1,1,1,1,5,2,6,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,1,1,1,0,0,80.53,B,0.5,0.47,0.47,0.42,0.41,0.45,0.46,0.44,0.45,0.03,0.43,0,0.33,0.38,0.5,0.5,0.22,0.46,0.33,0.43,0.28,0.39,0.5,0.46,0.5,0.43,0.5,0.25,0.39,44,11.38
S193,M,Proficient,1,5,4,3,4,3,1,1,3,3,1,3,1,2,5,0,1,1,1,7,5,4,2,1,2,1,6,3,1,99.18,A,0.5,0.5,0.5,0.5,0.5,0.45,0.47,0.5,0.5,0.5,0.5,0.42,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.31,75,13.6
S194,M,-,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,6,2,7,2,1,8,3,1,4,3,1,100.8,A,0.5,0.5,0.5,0.49,0.5,0.5,0.46,0.5,0.4,0.5,0.49,0.5,0.4,0.44,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.43,0.49,0.5,0.5,0.5,0.5,0.5,0.42,60,13.97
S195,M,-,2,1,2,5,6,3,4,4,5,2,6,4,18,3,2,1,2,2,6,2,8,6,21,2,9,7,2,4,9,106.8,A,0.5,0.43,0.5,0.48,0.5,0.45,0.5,0.5,0.46,0.5,0.45,0.5,0.5,0.47,0.5,0.44,0.5,0.45,0.5,0.45,0.47,0.42,0.5,0.5,0.49,0.5,0.45,0.5,0.41,148,13.82
S196,M,Intermediate,2,2,4,2,2,2,1,1,1,1,1,1,2,1,7,1,1,11,9,8,8,10,13,18,0,4,1,0,0,86.76,B,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.28,0.5,0.31,0.5,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,114,13.97
S197,M,Proficient,1,5,3,1,8,8,1,1,2,1,3,1,2,1,1,2,2,1,18,3,6,4,6,5,5,3,8,5,2,91.67,A,0.5,0.5,0.5,0.37,0.5,0.27,0.48,0.5,0.45,0.5,0.45,0.33,0.36,0.31,0.5,0.5,0.5,0.49,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.29,0.5,0.5,0.46,109,13.21
S198,M,Proficient,1,4,3,1,1,1,1,1,2,1,3,1,3,2,2,1,1,2,10,4,4,3,17,9,3,10,1,3,1,98,A,0.5,0.5,0.5,0.45,0.5,0.5,0.45,0.5,0.46,0.5,0.45,0.31,0.5,0.37,0.5,0.5,0.5,0.48,0.5,0.48,0.5,0.5,0.43,0.5,0.5,0.5,0.49,0.5,0.39,96,13.76
S199,M,Proficient,2,5,4,4,7,3,2,4,3,3,2,3,2,3,2,1,1,1,2,3,4,6,4,2,2,2,6,3,18,105.4,A,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,104,14.44
S200,M,Proficient,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,2,1,1,1,1,0,1,1,1,93.98,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.28,0.49,0.5,0.35,0.38,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34,14
S201,F,Novice,3,4,3,4,5,2,1,1,5,2,2,1,1,3,1,2,1,2,5,1,2,2,4,2,2,1,2,1,3,96.3,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,68,14.47
S202,F,Proficient,2,3,3,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,3,10,9,8,4,10,7,1,31,10,99,A,0.5,0.5,0.5,0.5,0.5,0.39,0.44,0.5,0.5,0.5,0.45,0.5,0.42,0.39,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.44,0.42,0.5,0.5,0.5,0.5,0.5,0.35,124,13.78
S203,F,Proficient,4,3,10,4,7,3,3,2,4,3,3,2,1,3,1,1,3,1,4,8,16,3,9,11,7,18,3,5,5,93.11,A,0.5,0.5,0.5,0.5,0.5,0.44,0.49,0.5,0.5,0.5,0.5,0.5,0.45,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,147,14.33
S204,M,Proficient,1,2,1,1,3,0,3,2,2,3,3,0,1,1,1,1,0,1,1,5,3,0,0,4,0,0,1,2,14,70.36,C,0.5,0.5,0,0.36,0.33,0.4,0.42,0.44,0.37,0.5,0.31,0.46,0.38,0.05,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.45,0.48,0.5,0.5,0.24,0.45,0.5,0.43,56,12.02
S206,M,Expert,3,3,5,3,3,2,1,3,4,1,1,1,1,1,1,1,1,2,2,2,5,1,2,4,2,1,1,2,1,106,A,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.49,0.5,0.5,0.5,0.41,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,60,14.35
S207,M,Proficient,1,2,1,2,1,1,1,1,2,1,1,1,0,1,1,1,2,2,9,21,2,4,12,14,7,3,0,1,0,94.68,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.5,0.46,0.31,0.44,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,95,14.09
S208,M,Intermediate,1,3,4,2,2,2,1,2,3,1,3,2,2,3,2,2,1,5,7,4,6,1,10,1,3,2,3,4,2,98.8,A,0.5,0.48,0.5,0.5,0.5,0.42,0.49,0.5,0.49,0.5,0.5,0.5,0.44,0.44,0.5,0.5,0.5,0.45,0.5,0.4,0.5,0.44,0.49,0.5,0.5,0.45,0.4,0.5,0.43,84,13.82
S209,F,Novice,4,9,3,6,3,3,1,1,1,1,1,1,1,1,2,1,1,1,9,1,3,1,3,1,1,1,2,1,1,77.06,C,0.5,0.5,0.5,0.49,0.5,0.44,0.5,0.44,0.46,0.5,0.39,0.5,0.43,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,65,14.14
S210,F,Intermediate,1,2,0,2,2,0,0,1,1,2,1,2,1,3,2,3,1,1,6,6,2,0,5,9,8,2,2,1,4,85.24,B,0.5,0.5,0.22,0.46,0.15,0.45,0.49,0.5,0.48,0,0.4,0.42,0.44,0.47,0.5,0.46,0.34,0,0.5,0.5,0.5,0.38,0,0.17,0.35,0.02,0.4,0.48,0.27,70,10.35
S211,M,Intermediate,2,4,6,2,3,4,4,2,5,5,1,1,3,3,1,2,1,1,3,3,5,3,4,8,3,2,2,7,2,96,A,0.5,0.47,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.45,0.5,0.48,0.49,0.5,0.48,0.5,0.5,0.5,0.48,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.47,92,14.3
S213,M,Expert,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.83,F,0.5,0.5,0.42,0.39,0.5,0.5,0,0.5,0.33,0,0.45,0,0.35,0,0.5,0.5,0.48,0.5,0.5,0.48,0.5,0.43,0.48,0.5,0.5,0.5,0.48,0.21,0.41,4,11.41
S214,M,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,2,3,3,2,1,2,3,8,4,104.1,A,0.5,0.5,0.5,0.5,0.5,0.45,0.44,0.44,0.49,0.5,0.45,0.31,0.46,0.4,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.47,0.48,0.5,0.5,0.5,0.5,0.5,0.42,54,13.76
S215,F,Intermediate,1,2,1,1,1,1,2,2,2,2,4,2,2,3,1,1,3,3,16,3,10,14,23,10,10,21,1,0,0,84,B,0.5,0.5,0.28,0.44,0.35,0.42,0.43,0.44,0.46,0,0.45,0,0.49,0.35,0.5,0.45,0.5,0.4,0.5,0.5,0.47,0.45,0.48,0.48,0.5,0.33,0.43,0.5,0.36,142,11.96
S217,M,Proficient,1,1,5,4,3,5,1,2,2,2,1,2,1,1,1,1,1,2,5,1,5,2,12,1,1,2,1,2,4,100.5,A,0.5,0.5,0.5,0.49,0.5,0.47,0.5,0.5,0.42,0.5,0.5,0.5,0.43,0.37,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.45,0.48,0.5,0.5,0.5,0.5,0.5,0.48,72,14.08
S219,M,Proficient,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,7,4,1,1,0,1,0,3,91.48,A,0.5,0.5,0.42,0.49,0.5,0.5,0.5,0.5,0.5,0.44,0.45,0.5,0.4,0.4,0.5,0.47,0.5,0.44,0.5,0.48,0.5,0.44,0.44,0.48,0.49,0.5,0.48,0.5,0.43,44,13.75
S220,M,Intermediate,3,3,3,2,2,1,2,2,1,4,1,1,1,1,1,1,1,1,18,3,6,11,21,2,11,8,1,0,0,94.44,A,0.5,0.5,0.5,0.5,0.38,0.49,0.43,0.5,0.43,0,0.39,0,0.05,0.4,0.5,0.5,0.47,0.5,0.5,0.46,0.5,0.48,0.43,0.5,0.5,0.5,0.5,0.5,0.47,112,12.38
S221,M,Intermediate,2,3,4,1,1,3,1,4,1,2,1,3,0,1,2,2,1,2,3,1,5,7,8,8,2,2,0,3,1,99.35,A,0.5,0.5,0.42,0.49,0.5,0.49,0.5,0.5,0.28,0.5,0.49,0.34,0.46,0.44,0.5,0.49,0.5,0.44,0.4,0.4,0.37,0.49,0.48,0.5,0.49,0.33,0.45,0.5,0.49,74,13.24
S222,F,Novice,1,1,1,1,1,0,1,0,0,0,2,1,1,1,1,0,1,2,1,1,1,1,0,0,0,2,1,0,0,52.72,E,0.5,0.5,0.22,0.41,0,0.48,0.43,0.44,0.36,0,0.45,0,0.22,0.05,0.5,0.5,0.38,0.48,0.33,0.36,0.26,0.43,0.36,0.23,0.48,0.02,0.4,0.18,0.36,22,9.33
S223,F,-,1,0,3,1,1,2,1,2,0,0,0,0,0,1,0,0,2,0,1,1,2,1,1,0,0,0,0,0,0,18.56,F,0.5,0.42,0,0.35,0,0.37,0.49,0,0.32,0,0,0,0.3,0,0.36,0,0.33,0.37,0.1,0.26,0.11,0.39,0.23,0.23,0.42,0,0.41,0,0.36,20,6.32
S224,M,Proficient,3,2,1,1,1,0,1,1,1,1,1,3,1,2,1,1,2,1,8,2,7,3,3,2,4,0,1,2,5,93.5,A,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.45,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,61,14.27
S225,M,Novice,1,2,2,2,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,2,1,0,88.92,B,0.5,0.48,0,0.49,0,0,0.37,0.5,0.47,0,0.4,0,0,0.35,0.4,0.34,0,0.25,0,0.33,0,0.32,0.42,0.17,0.48,0,0,0.11,0.05,26,6.43
